,Entry,Gene Names_x,Entry Name,Protein names,Organism,Mass
2755,G2Q204,MYCTH_97899,G2Q204_THET4,Glycosyltransferase family 32 protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),26107
2756,G2Q205,MYCTH_2123970,G2Q205_THET4,Glucose-methanol-choline oxidoreductase C-terminal domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),12036
2757,G2Q206,MYCTH_2314092,G2Q206_THET4,Cytochrome b5 heme-binding domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),19418
2758,G2Q207,MYCTH_86146,G2Q207_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),13966
2759,G2Q208,MYCTH_2298407,G2Q208_THET4,VPS9 domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),83514
2760,G2Q209,MYCTH_2298411,G2Q209_THET4,Asparagine synthetase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),35101
2761,G2Q210,MYCTH_2298414,G2Q210_THET4,MARVEL domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),42712
2762,G2Q211,MYCTH_2298417,G2Q211_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),24043
2763,G2Q212,MYCTH_2132560,G2Q212_THET4,TFIIB-type domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),38888
2764,G2Q213,MYCTH_2298421,G2Q213_THET4,Chromatin structure-remodeling complex subunit rsc7,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),60337
2765,G2Q214,MYCTH_105072,G2Q214_THET4,Cyclin-like protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),38794
2766,G2Q215,MYCTH_2298428,G2Q215_THET4,FAM192A/Fyv6 N-terminal domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),33391
2767,G2Q216,MYCTH_2298430,G2Q216_THET4,Mitochondrial import inner membrane translocase subunit TIM54,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),53136
2768,G2Q217,MYCTH_2298433,G2Q217_THET4,Serine/threonine-protein kinase cot-1,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),72817
2769,G2Q219,MYCTH_2298437,G2Q219_THET4,CoA-transferase family III,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),48848
2770,G2Q220,MYCTH_2298440,G2Q220_THET4,PHD-type domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),66672
2771,G2Q221,MYCTH_2115815,G2Q221_THET4,NACHT domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),152070
2772,G2Q222,MYCTH_86143,G2Q222_THET4,3-hydroxyacyl-CoA dehydrogenase-like protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),45715
2773,G2Q223,MYCTH_2115818,G2Q223_THET4,Transcription factor domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),48965
2774,G2Q224,MYCTH_2298443,G2Q224_THET4,Mid2 domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),19689
2775,G2Q225,MYCTH_2298447,G2Q225_THET4,Glycosyltransferase family 25 protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),44890
2776,G2Q227,MYCTH_89872,G2Q227_THET4,Ribose/galactose isomerase-like protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),17590
2777,G2Q230,MYCTH_2086155,G2Q230_THET4,SET domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),85013
2778,G2Q231,MYCTH_2298455,G2Q231_THET4,DC-UbP/UBTD2 N-terminal domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),31066
2779,G2Q232,MYCTH_60177,G2Q232_THET4,Glycosyltransferase family 32 protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),47010
2780,G2Q234,MYCTH_2298464,G2Q234_THET4,Mago nashi-like protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),17943
2781,G2Q235,MYCTH_2298471,G2Q235_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),44337
2782,G2Q236,MYCTH_2298473,G2Q236_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),49346
2783,G2Q237,MYCTH_2298476,G2Q237_THET4,Ribonuclease P 40kDa subunit,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),39904
2784,G2Q238,MYCTH_2298478,G2Q238_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),23409
2785,G2Q240,MYCTH_105063,G2Q240_THET4,Anthranilate phosphoribosyltransferase,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),45619
2786,G2Q241,MYCTH_2298482,G2Q241_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),37031
2787,G2Q242,MYCTH_2132573,G2Q242_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),26043
2788,G2Q244,MYCTH_2298488,G2Q244_THET4,Clr5 domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),18391
2789,G2Q245,MYCTH_2298494,G2Q245_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),63057
2790,G2Q246,MYCTH_2298497,G2Q246_THET4,RRM domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),43645
2791,G2Q247,MYCTH_2107761,G2Q247_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),19046
2792,G2Q248,MYCTH_2298499,G2Q248_THET4,Major facilitator superfamily (MFS) profile domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),59611
2793,G2Q251,MYCTH_2294614,G2Q251_THET4,RRM domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),91073
2794,G2Q252,MYCTH_8962,G2Q252_THET4,TEA domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),107085
2795,G2Q253,MYCTH_2294618,G2Q253_THET4,Glycoside hydrolase family 61 protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),45615
2796,G2Q256,MYCTH_2294624,G2Q256_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),65134
2797,G2Q258,MYCTH_2294631,G2Q258_THET4,C2H2-type domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),74146
2798,G2Q259,MYCTH_2294635,G2Q259_THET4,BTB domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),84331
2799,G2Q260,MYCTH_2313356,G2Q260_THET4,Anaphase-promoting complex subunit 4-like WD40 domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),64190
2800,G2Q261,MYCTH_2294640,G2Q261_THET4,"Transcription factor IIA, alpha/beta subunit",Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),43263
2801,G2Q262,MYCTH_2294643,G2Q262_THET4,Peroxisomal membrane protein PEX13 (Peroxin-13),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),36525
2802,G2Q263,MYCTH_2294646,G2Q263_THET4,Heat shock protein 70,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),17324
2803,G2Q265,MYCTH_2294650,G2Q265_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),69407
2804,G2Q266,MYCTH_2294653,G2Q266_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),6482
2805,G2Q268,MYCTH_2294657,G2Q268_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),45659
2806,G2Q269,MYCTH_2294661,G2Q269_THET4,Cyclic nucleotide-binding domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),123146
2807,G2Q271,MYCTH_2294664,G2Q271_THET4,Heat shock protein 78,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),88376
2808,G2Q272,MYCTH_2313362,G2Q272_THET4,ADP-ribosylation factor,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),21156
2809,G2Q273,MYCTH_2122256,G2Q273_THET4,GOLD domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),23183
2810,G2Q274,MYCTH_2294675,G2Q274_THET4,Major facilitator superfamily transporter,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),99519
2811,G2Q276,MYCTH_2294684,G2Q276_THET4,PX domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),103443
2812,G2Q277,MYCTH_2294689,G2Q277_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),38546
2813,G2Q278,MYCTH_98838,G2Q278_THET4,rRNA-processing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),13763
2814,G2Q279,MYCTH_2131574,G2Q279_THET4,Cell wall proline rich protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),87286
2815,G2Q280,MYCTH_2037019,G2Q280_THET4,UBC core domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),17463
2816,G2Q281,MYCTH_2106248,G2Q281_THET4,Glycosyltransferase family 62 protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),42568
2817,G2Q282,MYCTH_2294698,G2Q282_THET4,Pru domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),41354
2818,G2Q283,MYCTH_2294700,G2Q283_THET4,RRM domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),47556
2819,G2Q285,MYCTH_2294705,G2Q285_THET4,Glycoside hydrolase family 125 protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),83265
2820,G2Q286,MYCTH_2037035,G2Q286_THET4,Partial AB-hydrolase lipase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),82055
2821,G2Q287,MYCTH_2294706,G2Q287_THET4,Peroxisomal ATPase PEX6 (Peroxin-6),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),156363
2822,G2Q288,MYCTH_2294707,G2Q288_THET4,Glutaredoxin domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),37943
2823,G2Q289,MYCTH_2053230,G2Q289_THET4,IBR domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),22048
2824,G2Q290,MYCTH_2313370,G2Q290_THET4,GPI anchored protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),14920
2825,G2Q291,MYCTH_2294711,G2Q291_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),7576
2826,G2Q292,MYCTH_2294713,G2Q292_THET4,FYVE-type domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),43229
2827,G2Q294,MYCTH_2106260,G2Q294_THET4,ABC transporter,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),146346
2828,G2Q296,MYCTH_2294721,G2Q296_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),45626
2829,G2Q298,MYCTH_2074876,G2Q298_THET4,UBC core domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),17760
2830,G2Q299,MYCTH_2294730,G2Q299_THET4,Sec1-like protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),73653
2831,G2Q2A1,MYCTH_2294734,G2Q2A1_THET4,ATP synthase subunit gamma,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),32596
2832,G2Q2A3,MYCTH_2313731,G2Q2A3_THET4,Ataxin-2 C-terminal domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),20346
2833,G2Q2A4,MYCTH_2296573,G2Q2A4_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),29164
2834,G2Q2A6,MYCTH_2296578,G2Q2A6_THET4,Cation efflux protein cytoplasmic domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),59933
2835,G2Q2B0,MYCTH_2296588,G2Q2B0_THET4,Gpi-anchored protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),24861
2836,G2Q2B1,MYCTH_2296591,G2Q2B1_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),33276
2837,G2Q2B4,MYCTH_2123119,G2Q2B4_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),24950
2838,G2Q2B6,MYCTH_2296601,G2Q2B6_THET4,RWD domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),25845
2839,G2Q2B7,MYCTH_2296602,G2Q2B7_THET4,TPR domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),43873
2840,G2Q2B8,MYCTH_45081,G2Q2B8_THET4,Extracellular membrane protein CFEM domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),25912
2841,G2Q2B9,MYCTH_99556,G2Q2B9_THET4,DNA mismatch repair proteins mutS family domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),93784
2842,G2Q2C0,MYCTH_63536,G2Q2C0_THET4,Magnesium transporter,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),15629
2843,G2Q2C1,MYCTH_2115094,G2Q2C1_THET4,HMG box domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),58624
2844,G2Q2C3,MYCTH_43419,G2Q2C3_THET4,DDE-1 domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),24790
2845,G2Q2C5,MYCTH_2313737,G2Q2C5_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),10488
2846,G2Q2C6,MYCTH_2296617,G2Q2C6_THET4,Transcription factor TFIIIC triple barrel domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),34458
2847,G2Q2C7,MYCTH_2296618,G2Q2C7_THET4,Cyclin N-terminal domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),53321
2848,G2Q2D1,MYCTH_2296628,G2Q2D1_THET4,Ribosome control protein 1 domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),121732
2849,G2Q2D2,MYCTH_77195,G2Q2D2_THET4,Anaphase-promoting complex subunit 4 WD40 domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),37435
2850,G2Q2D4,MYCTH_2296643,G2Q2D4_THET4,Major facilitator superfamily (MFS) profile domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),56037
2851,G2Q2D5,MYCTH_2296645,G2Q2D5_THET4,Transposase Tc1-like domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),22117
2852,G2Q2D6,MYCTH_2132093,G2Q2D6_THET4,Acetate kinase,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),47460
2853,G2Q2D8,MYCTH_2313746,G2Q2D8_THET4,C2H2-type domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),40797
2854,G2Q2D9,MYCTH_2020422,G2Q2D9_THET4,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),14527
2855,G2Q2E2,MYCTH_2296656,G2Q2E2_THET4,DUF3824 domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),82593
2856,G2Q2E3,MYCTH_2296662,G2Q2E3_THET4,BHLH domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),11863
2857,G2Q2E4,MYCTH_2296663,G2Q2E4_THET4,HTH La-type RNA-binding domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),109553
2858,G2Q2E6,MYCTH_2088766,G2Q2E6_THET4,BHLH domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),59854
2859,G2Q2E8,MYCTH_2296676,G2Q2E8_THET4,Ethanolamine kinase,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),49279
2860,G2Q2F0,MYCTH_2296679,G2Q2F0_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),60755
2861,G2Q2F1,MYCTH_2313751,G2Q2F1_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),34217
2862,G2Q2F2,MYCTH_2296681,G2Q2F2_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),42676
2863,G2Q2F3,MYCTH_2296685,G2Q2F3_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),5867
2864,G2Q2F4,MYCTH_2052748,G2Q2F4_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),24260
2865,G2Q2F6,MYCTH_2296691,G2Q2F6_THET4,HpcH/HpaI aldolase/citrate lyase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),36685
2866,G2Q2F7,MYCTH_2298502,G2Q2F7_THET4,Glycoside hydrolase family 61 protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),24460
2867,G2Q2F8,MYCTH_97859,G2Q2F8_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),23156
2868,G2Q2F9,MYCTH_2298505,G2Q2F9_THET4,Annexin,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),32781
2869,G2Q2G0,MYCTH_2298511,G2Q2G0_THET4,C2H2-type domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),107108
2870,G2Q2G1,MYCTH_2115844,G2Q2G1_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),78459
2871,G2Q2G2,MYCTH_2054232,G2Q2G2_THET4,Reverse transcriptase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),11747
2872,G2Q2G3,MYCTH_2298514,G2Q2G3_THET4,G-protein coupled receptors family 1 profile domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),59460
2873,G2Q2G5,MYCTH_2298519,G2Q2G5_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),6279
2874,G2Q2G7,MYCTH_2298524,G2Q2G7_THET4,Transcription factor CBF/NF-Y/archaeal histone domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),20780
2875,G2Q2G8,MYCTH_2298528,G2Q2G8_THET4,U2 small nuclear ribonucleoprotein A',Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),28753
2876,G2Q2H0,MYCTH_2298531,G2Q2H0_THET4,SH3 domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),58294
2877,G2Q2H1,MYCTH_2298535,G2Q2H1_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),45976
2878,G2Q2H4,MYCTH_2298544,G2Q2H4_THET4,Histone chaperone domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),13634
2879,G2Q2H5,MYCTH_2055951,G2Q2H5_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),26695
2880,G2Q2H7,MYCTH_2298552,G2Q2H7_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),20515
2881,G2Q2H9,MYCTH_2298555,G2Q2H9_THET4,EamA domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),23925
2882,G2Q2I3,MYCTH_2115868,G2Q2I3_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),21164
2883,G2Q2I5,MYCTH_2298566,G2Q2I5_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),37721
2884,G2Q2I6,MYCTH_2029593,G2Q2I6_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),32461
2885,G2Q2I7,MYCTH_2298570,G2Q2I7_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),72928
2886,G2Q2I8,MYCTH_74126,G2Q2I8_THET4,Protein BCP1,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),32736
2887,G2Q2I9,MYCTH_2124049,G2Q2I9_THET4,Golgi apparatus membrane protein TVP15,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),14158
2888,G2Q2J0,MYCTH_2298578,G2Q2J0_THET4,GATA-type domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),58691
2889,G2Q2J1,MYCTH_2298579,G2Q2J1_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),48530
2890,G2Q2J2,MYCTH_113138,G2Q2J2_THET4,SAP domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),73733
